,Unnamed: 0,Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Price
676,676,9/12/2022,LFF,3458,"Peppers, Habanero",25,4050,4496
677,677,9/12/2022,CBO,3138,"Greens, Collard-24 ct",5,4275,4745
678,678,9/12/2022,SRF,3759,"Onions, Bulb",20,4625,5134
679,679,9/12/2022,CHO,3458,"Peppers, Habanero",10,4050,4496
680,680,9/12/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745
681,681,9/12/2022,CMU,3138,"Greens, Collard-24 ct",10,4275,4745
682,682,9/12/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
683,683,9/12/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745
684,684,9/12/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
685,685,9/12/2022,MLG,3755,"Carrots, Orange",22,3675,4079
686,686,9/12/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745
687,687,9/12/2022,KSL,3828,"Peppers, Green Bell",10,4075,4523
688,688,9/12/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,2400,2664
689,689,9/12/2022,MLG,3759,"Onions, Bulb",10,4625,5134
690,690,9/12/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
691,691,9/12/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
692,692,9/12/2022,LFF,3828,"Peppers, Green Bell",20,4075,4523
693,693,9/12/2022,CMU,3132,"Carrots, Rainbow",11,3675,4079
694,694,9/12/2022,MFP,3759,"Onions, Bulb",10,4625,5134
695,695,9/19/2022,PLT,3458,"Peppers, Habanero",10,4050,4496
696,696,9/19/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745
697,697,9/19/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
698,698,9/19/2022,KHF,3201,"Tomatoes, Roma",36,4050,4496
699,699,9/19/2022,KSL,3202,"Tomatoes, Slicing",15,4600,5106
700,700,9/19/2022,LDX,3458,"Peppers, Habanero",11,4050,4496
701,701,9/19/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745
702,702,9/19/2022,LDX,3153,"Peppers, Jalapeño",10,3000,3329
703,703,9/19/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,4050,4496
704,704,9/19/2022,AGF,3759,"Onions, Bulb",20,4625,5134
705,705,9/19/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
706,706,9/19/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
707,707,9/19/2022,KHF,3759,"Onions, Bulb",10,4625,5134
708,708,9/19/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745
709,709,9/19/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
710,710,9/19/2022,MLG,3759,"Onions, Bulb",10,4625,5134
711,711,9/19/2022,CBS,3201,"Tomatoes, Roma",10,4050,4496
712,712,9/19/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106
713,713,9/19/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745
714,714,9/19/2022,LFF,3458,"Peppers, Habanero",25,4050,4496
715,715,9/19/2022,MFP,3759,"Onions, Bulb",10,4625,5134
716,716,9/19/2022,CTH,3202,"Tomatoes, Slicing",15,4600,5106
717,717,9/19/2022,SRF,3759,"Onions, Bulb",10,4625,5134
718,718,9/19/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329
719,719,9/19/2022,SRF,3759,"Onions, Bulb",20,4625,5134
720,720,9/19/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745
721,721,9/19/2022,AGF,3189,"Squash, Winter, Delicata",30,4075,4523
722,722,9/19/2022,LFF,3153,"Peppers, Jalapeño",10,3000,3329
723,723,9/19/2022,LFF,3828,"Peppers, Green Bell",20,4075,4523
724,724,9/19/2022,PZM,3828,"Peppers, Green Bell",10,4075,4523
725,725,9/19/2022,PZM,3153,"Peppers, Jalapeño",10,3000,3329
726,726,9/19/2022,CHO,3458,"Peppers, Habanero",10,4050,4496
727,727,9/19/2022,CAL,3189,"Squash, Winter, Delicata",40,4075,4523
728,728,9/19/2022,CAL,3153,"Peppers, Jalapeño",12,3000,3329
729,729,9/19/2022,KHF,3153,"Peppers, Jalapeño",12,3000,3329
730,730,9/19/2022,CBS,3201,"Tomatoes, Roma",15,4050,4496
731,731,9/19/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745
732,732,9/19/2022,AGF,3201,"Tomatoes, Roma",10,4050,4496
733,733,9/19/2022,LOF,3364,"Greens, Mustard-24 ct",5,4275,4745
734,734,9/19/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745
735,735,9/19/2022,CAL,3759,"Onions, Bulb",20,4625,5134
736,736,9/19/2022,PBY,3201,"Tomatoes, Roma",10,4050,4496
737,737,9/19/2022,LEE,3828,"Peppers, Green Bell",10,4075,4523
738,738,9/19/2022,AGF,3189,"Squash, Winter, Delicata",60,4075,4523
739,739,9/19/2022,KSL,3828,"Peppers, Green Bell",10,4075,4523
740,740,9/19/2022,PZM,3458,"Peppers, Habanero",10,4050,4496
741,741,9/19/2022,CAL,3189,"Squash, Winter, Delicata",20,4075,4523
742,742,9/26/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134
743,743,9/26/2022,CAL,3189,"Squash, Winter, Delicata",65,4075,4523
744,744,9/26/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
745,745,9/26/2022,AGF,3189,"Squash, Winter, Delicata",60,4075,4523
746,746,9/26/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
747,747,9/26/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134
748,748,9/26/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134
749,749,9/26/2022,PBY,3189,"Squash, Winter, Delicata",25,4075,4523
750,750,9/26/2022,KHF,3201,"Tomatoes, Roma",18,4050,4496
751,751,9/26/2022,TEB,3573,"Greens, Bok Choi",10,4625,5134
752,752,9/26/2022,PZM,3449,"Peppers, Poblano",10,4625,5134
753,753,9/26/2022,TEB,3573,"Greens, Bok Choi",10,4625,5134
754,754,9/26/2022,NTN,3449,"Peppers, Poblano",20,4625,5134
755,755,9/26/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134
756,756,9/26/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
757,757,9/26/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
758,758,9/26/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
759,759,9/26/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134
760,760,9/26/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,4050,4496
761,761,9/26/2022,CHO,3449,"Peppers, Poblano",10,4625,5134
762,762,9/26/2022,CBS,3201,"Tomatoes, Roma",14,4050,4496
763,763,9/26/2022,SRF,3201,"Tomatoes, Roma",30,4050,4496
764,764,9/26/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134
765,765,9/26/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
766,766,9/26/2022,AGF,3449,"Peppers, Poblano",10,4625,5134
767,767,9/26/2022,PBY,3201,"Tomatoes, Roma",9,4050,4496
768,768,10/3/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745
769,769,10/3/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745
770,770,10/3/2022,AGF,3189,"Squash, Winter, Delicata",90,4075,4523
771,771,10/3/2022,KAL,3132,"Carrots, Rainbow",22,3675,4079
772,772,10/3/2022,CLP,3613,"Beets, Bulk",11,3100,3440
773,773,10/3/2022,NTN,3613,"Beets, Bulk",11,3100,3440
774,774,10/3/2022,CMU,3132,"Carrots, Rainbow",11,3675,4079
775,775,10/3/2022,JWI,3278,"Radishes, bunched-24 ct",10,4350,4829
776,776,10/3/2022,CHO,3278,"Radishes, bunched-24 ct",20,4350,4829
777,777,10/3/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745
778,778,10/3/2022,RSV,3755,"Carrots, Orange",22,3675,4079
779,779,10/3/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745
780,780,10/3/2022,MLG,3759,"Onions, Bulb",10,4625,5134
781,781,10/3/2022,PBY,3613,"Beets, Bulk",11,3100,3440
782,782,10/3/2022,CAL,3759,"Onions, Bulb",20,4625,5134
783,783,10/3/2022,D2D,3278,"Radishes, bunched-24 ct",10,4350,4829
784,784,10/3/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745
785,785,10/3/2022,PBY,3613,"Beets, Bulk",11,3100,3440
786,786,10/3/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745
787,787,10/3/2022,MFP,3759,"Onions, Bulb",10,4625,5134
788,788,10/3/2022,KSL,3613,"Beets, Bulk",11,3100,3440
789,789,10/3/2022,CAL,3189,"Squash, Winter, Delicata",60,4075,4523
790,790,10/3/2022,YMF,3613,"Beets, Bulk",11,3100,3440
791,791,10/3/2022,YMF,3132,"Carrots, Rainbow",11,3675,4079
792,792,10/3/2022,LOF,3364,"Greens, Mustard-24 ct",5,4275,4745
793,793,10/3/2022,KHF,3759,"Onions, Bulb",10,4625,5134
794,794,10/3/2022,AGF,3759,"Onions, Bulb",20,4625,5134
795,795,10/3/2022,SRF,3759,"Onions, Bulb",10,4625,5134
796,796,10/3/2022,SRF,3759,"Onions, Bulb",20,4625,5134
797,797,10/3/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745
798,798,10/10/2022,MLG,3759,"Onions, Bulb",10,4625,5134
799,799,10/10/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
800,800,10/10/2022,CAL,3759,"Onions, Bulb",20,4625,5134
801,801,10/10/2022,KSL,3613,"Beets, Bulk",11,3100,3440
802,802,10/10/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134
803,803,10/10/2022,SRF,3759,"Onions, Bulb",10,4625,5134
804,804,10/10/2022,NTN,3613,"Beets, Bulk",11,3100,3440
805,805,10/10/2022,PBY,3613,"Beets, Bulk",11,3100,3440
806,806,10/10/2022,YMF,3132,"Carrots, Rainbow",22,3675,4079
807,807,10/10/2022,KHF,3759,"Onions, Bulb",10,4625,5134
808,808,10/10/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
809,809,10/10/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134
810,810,10/10/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
811,811,10/10/2022,YMF,3178,"Radishes, Purple Daikon",22,3900,4329
812,812,10/10/2022,YMF,3613,"Beets, Bulk",11,3100,3440
813,813,10/10/2022,AGF,3759,"Onions, Bulb",20,4625,5134
814,814,10/10/2022,PBY,3613,"Beets, Bulk",11,3100,3440
815,815,10/10/2022,MFP,3759,"Onions, Bulb",10,4625,5134
816,816,10/10/2022,TEB,3573,"Greens, Bok Choi",10,4625,5134
817,817,10/10/2022,KAL,3132,"Carrots, Rainbow",22,3675,4079
818,818,10/10/2022,HAF,3178,"Radishes, Purple Daikon",22,3900,4329
819,819,10/10/2022,TEB,3573,"Greens, Bok Choi",10,4625,5134
820,820,10/10/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
821,821,10/10/2022,CLP,3613,"Beets, Bulk",11,3100,3440
822,822,10/10/2022,SRF,3759,"Onions, Bulb",20,4625,5134
823,823,10/10/2022,YMF,3178,"Radishes, Purple Daikon",22,3900,4329
824,824,10/10/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134
825,825,10/10/2022,RSV,3755,"Carrots, Orange",22,3675,4079
826,826,10/10/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134
827,827,10/10/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134
828,828,10/10/2022,PZM,3573,"Greens, Bok Choi",18,4625,5134
829,829,10/17/2022,CLP,3613,"Beets, Bulk",11,3100,3440
830,830,10/17/2022,MLG,3755,"Carrots, Orange",22,3675,4079
831,831,10/17/2022,PBY,3613,"Beets, Bulk",11,3100,3440
832,832,10/17/2022,YMF,3178,"Radishes, Purple Daikon",22,3900,4329
833,833,10/17/2022,YMF,3178,"Radishes, Purple Daikon",22,3900,4329
834,834,10/17/2022,CMU,3132,"Carrots, Rainbow",11,3675,4079
835,835,10/17/2022,YMF,3755,"Carrots, Orange",11,3675,4079
836,836,10/17/2022,KSL,3613,"Beets, Bulk",11,3100,3440
837,837,10/17/2022,NTN,3613,"Beets, Bulk",11,3100,3440
838,838,10/17/2022,YMF,3132,"Carrots, Rainbow",33,3675,4079
839,839,10/17/2022,NTN,3132,"Carrots, Rainbow",22,3675,4079
840,840,10/17/2022,PBY,3613,"Beets, Bulk",11,3100,3440
841,841,10/17/2022,NTN,3755,"Carrots, Orange",22,3675,4079
842,842,10/17/2022,CMU,3755,"Carrots, Orange",11,3675,4079
843,843,10/17/2022,YMF,3613,"Beets, Bulk",11,3100,3440
844,844,10/17/2022,HAF,3178,"Radishes, Purple Daikon",22,3900,4329
845,845,10/24/2022,NTN,3132,"Carrots, Rainbow",11,3675,4079
846,846,10/24/2022,YMF,3178,"Radishes, Purple Daikon",22,3900,4329
847,847,10/24/2022,YMF,3178,"Radishes, Purple Daikon",22,3900,4329
848,848,10/24/2022,HAF,3178,"Radishes, Purple Daikon",22,3900,4329
849,849,10/24/2022,KSL,3613,"Beets, Bulk",11,3100,3440
850,850,10/24/2022,CLP,3613,"Beets, Bulk",11,3100,3440
851,851,10/24/2022,CMU,3132,"Carrots, Rainbow",11,3675,4079
852,852,10/24/2022,YMF,3613,"Beets, Bulk",11,3100,3440
853,853,10/24/2022,PBY,3613,"Beets, Bulk",11,3100,3440
854,854,10/24/2022,NTN,3613,"Beets, Bulk",11,3100,3440
855,855,10/24/2022,RSV,3755,"Carrots, Orange",11,3675,4079
856,856,10/24/2022,PBY,3613,"Beets, Bulk",11,3100,3440
857,857,10/24/2022,YMF,3132,"Carrots, Rainbow",33,3675,4079
858,858,10/31/2022,D2D,9997,"Radishes, Watermelon",22,3650,4052
859,859,10/31/2022,D2D,9997,"Radishes, Watermelon",22,3650,4052
860,860,10/31/2022,D2D,9997,"Radishes, Watermelon",22,3650,4052
861,861,11/7/2022,MLG,3755,"Carrots, Orange",22,3675,4079
862,862,11/7/2022,NTN,3755,"Carrots, Orange",22,3675,4079
863,863,11/7/2022,CMU,3755,"Carrots, Orange",11,3675,4079
864,864,11/7/2022,YMF,3755,"Carrots, Orange",11,3675,4079
